dataset,version,file_id,relative_path,bytes,restricted,content_type,source_url
SparrKULee,3.1,137107,derivatives/preprocessed_stimuli/audiobook_14_1.data_dict,404599444,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137107
SparrKULee,3.1,37127,stimuli/eeg/audiobook_14_1.npz.gz,71047636,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37127
SparrKULee,3.1,136058,derivatives/preprocessed_stimuli/audiobook_14_1_envelope.npy,538880,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136058
SparrKULee,3.1,37077,stimuli/eeg/audiobook_14_2.apx,9778,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37077
SparrKULee,3.1,136082,derivatives/preprocessed_stimuli/audiobook_14_2.data_dict,441512596,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136082
SparrKULee,3.1,37302,stimuli/eeg/audiobook_14_2.npz.gz,80656234,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37302
SparrKULee,3.1,137135,derivatives/preprocessed_stimuli/audiobook_14_2_envelope.npy,588032,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137135
SparrKULee,3.1,136103,derivatives/preprocessed_stimuli/audiobook_1_1.data_dict,175881032,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136103
SparrKULee,3.1,37240,stimuli/eeg/audiobook_1_1.npz.gz,36873291,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37240
SparrKULee,3.1,37207,stimuli/eeg/audiobook_1_1.xml,8858,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37207
SparrKULee,3.1,136109,derivatives/preprocessed_stimuli/audiobook_1_1_envelope.npy,234328,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136109
SparrKULee,3.1,137138,derivatives/preprocessed_stimuli/audiobook_1_1_shifted.data_dict,175881040,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137138
SparrKULee,3.1,37193,stimuli/eeg/audiobook_1_1_shifted.npz.gz,37488219,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37193
SparrKULee,3.1,37283,stimuli/eeg/audiobook_1_1_shifted.xml,8869,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37283
SparrKULee,3.1,136101,derivatives/preprocessed_stimuli/audiobook_1_1_shifted_envelope.npy,234328,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136101
SparrKULee,3.1,137140,derivatives/preprocessed_stimuli/audiobook_1_2.data_dict,160989120,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137140
SparrKULee,3.1,37260,stimuli/eeg/audiobook_1_2.npz.gz,34419792,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37260
SparrKULee,3.1,37154,stimuli/eeg/audiobook_1_2.xml,8880,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37154
SparrKULee,3.1,137097,derivatives/preprocessed_stimuli/audiobook_1_2_envelope.npy,214496,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137097
SparrKULee,3.1,137147,derivatives/preprocessed_stimuli/audiobook_1_2_shifted.data_dict,160989128,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137147
SparrKULee,3.1,37168,stimuli/eeg/audiobook_1_2_shifted.npz.gz,35054855,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37168
SparrKULee,3.1,37322,stimuli/eeg/audiobook_1_2_shifted.xml,8897,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37322
SparrKULee,3.1,137160,derivatives/preprocessed_stimuli/audiobook_1_2_shifted_envelope.npy,214496,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137160
SparrKULee,3.1,137144,derivatives/preprocessed_stimuli/audiobook_1_artefact.data_dict,115477054,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137144
SparrKULee,3.1,37215,stimuli/eeg/audiobook_1_artefact.npz.gz,24484434,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37215
SparrKULee,3.1,136064,derivatives/preprocessed_stimuli/audiobook_1_artefact_envelope.npy,153912,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136064
SparrKULee,3.1,137157,derivatives/preprocessed_stimuli/audiobook_1_envelope.npy,479792,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137157
SparrKULee,3.1,37137,stimuli/eeg/audiobook_1_insertphone_artefact.xml,9440,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37137
SparrKULee,3.1,136074,derivatives/preprocessed_stimuli/audiobook_2_1.data_dict,304116496,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136074
SparrKULee,3.1,37331,stimuli/eeg/audiobook_2_1.npz.gz,66078403,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37331
SparrKULee,3.1,37164,stimuli/eeg/audiobook_2_1.xml,9455,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37164
SparrKULee,3.1,137096,derivatives/preprocessed_stimuli/audiobook_2_1_envelope.npy,405080,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137096
SparrKULee,3.1,136063,derivatives/preprocessed_stimuli/audiobook_2_2.data_dict,298485732,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136063
SparrKULee,3.1,37124,stimuli/eeg/audiobook_2_2.npz.gz,64120925,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37124
SparrKULee,3.1,37205,stimuli/eeg/audiobook_2_2.xml,9420,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37205
SparrKULee,3.1,136066,derivatives/preprocessed_stimuli/audiobook_2_2_envelope.npy,390104,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136066
SparrKULee,3.1,136115,derivatives/preprocessed_stimuli/audiobook_3.data_dict,370074772,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136115
SparrKULee,3.1,37220,stimuli/eeg/audiobook_3.npz.gz,86699102,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37220
SparrKULee,3.1,37076,stimuli/eeg/audiobook_3.xml,9455,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37076
SparrKULee,3.1,136097,derivatives/preprocessed_stimuli/audiobook_3_envelope.npy,492904,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136097
SparrKULee,3.1,37135,stimuli/eeg/audiobook_3_noise.npz.gz,99152391,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37135
SparrKULee,3.1,136106,derivatives/preprocessed_stimuli/audiobook_4.data_dict,312773580,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136106
SparrKULee,3.1,37313,stimuli/eeg/audiobook_4.npz.gz,67143013,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37313
SparrKULee,3.1,37285,stimuli/eeg/audiobook_4.xml,9394,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37285
SparrKULee,3.1,136057,derivatives/preprocessed_stimuli/audiobook_4_envelope.npy,416608,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136057
SparrKULee,3.1,136065,derivatives/preprocessed_stimuli/audiobook_5_1.data_dict,348410784,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136065
SparrKULee,3.1,37138,stimuli/eeg/audiobook_5_1.npz.gz,81135686,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37138
SparrKULee,3.1,37280,stimuli/eeg/audiobook_5_1.xml,9524,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37280
SparrKULee,3.1,36992,derivatives/preprocessed_stimuli/audiobook_5_1_envelope.npy,464056,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/36992
SparrKULee,3.1,137118,derivatives/preprocessed_stimuli/audiobook_5_2.data_dict,349778982,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137118
SparrKULee,3.1,37132,stimuli/eeg/audiobook_5_2.npz.gz,81104731,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37132
SparrKULee,3.1,37265,stimuli/eeg/audiobook_5_2.xml,9439,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37265
SparrKULee,3.1,137120,derivatives/preprocessed_stimuli/audiobook_5_2_envelope.npy,465880,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137120
SparrKULee,3.1,136111,derivatives/preprocessed_stimuli/audiobook_5_3.data_dict,366426982,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136111
SparrKULee,3.1,37233,stimuli/eeg/audiobook_5_3.npz.gz,85053630,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37233
SparrKULee,3.1,37199,stimuli/eeg/audiobook_5_3.xml,9443,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37199
SparrKULee,3.1,136069,derivatives/preprocessed_stimuli/audiobook_5_3_envelope.npy,488048,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136069
SparrKULee,3.1,136114,derivatives/preprocessed_stimuli/audiobook_6_1.data_dict,320525168,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136114
SparrKULee,3.1,37320,stimuli/eeg/audiobook_6_1.npz.gz,70558632,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37320
SparrKULee,3.1,37277,stimuli/eeg/audiobook_6_1.xml,9294,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37277
SparrKULee,3.1,136080,derivatives/preprocessed_stimuli/audiobook_6_1_envelope.npy,426928,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136080
SparrKULee,3.1,37143,stimuli/eeg/audiobook_6_1_swn.npz.gz,34461760,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37143
SparrKULee,3.1,137137,derivatives/preprocessed_stimuli/audiobook_6_2.data_dict,320458704,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137137
SparrKULee,3.1,37216,stimuli/eeg/audiobook_6_2.npz.gz,68470842,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37216
SparrKULee,3.1,37091,stimuli/eeg/audiobook_6_2.xml,9294,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37091
SparrKULee,3.1,137105,derivatives/preprocessed_stimuli/audiobook_6_2_envelope.npy,426840,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137105
SparrKULee,3.1,37176,stimuli/eeg/audiobook_7_1.apx,9372,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37176
SparrKULee,3.1,137132,derivatives/preprocessed_stimuli/audiobook_7_1.data_dict,94484904,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137132
SparrKULee,3.1,37098,stimuli/eeg/audiobook_7_1.npz.gz,22450578,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37098
SparrKULee,3.1,136062,derivatives/preprocessed_stimuli/audiobook_7_1_envelope.npy,125944,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136062
SparrKULee,3.1,37243,stimuli/eeg/audiobook_7_2.apx,9403,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37243
SparrKULee,3.1,136116,derivatives/preprocessed_stimuli/audiobook_7_2.data_dict,92999776,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136116
SparrKULee,3.1,37145,stimuli/eeg/audiobook_7_2.npz.gz,22142666,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37145
SparrKULee,3.1,137156,derivatives/preprocessed_stimuli/audiobook_7_2_envelope.npy,123968,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137156
SparrKULee,3.1,37271,stimuli/eeg/audiobook_7_3.apx,9411,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37271
SparrKULee,3.1,136068,derivatives/preprocessed_stimuli/audiobook_7_3.data_dict,90548848,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136068
SparrKULee,3.1,37222,stimuli/eeg/audiobook_7_3.npz.gz,21484925,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37222
SparrKULee,3.1,137159,derivatives/preprocessed_stimuli/audiobook_7_3_envelope.npy,120704,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137159
SparrKULee,3.1,37167,stimuli/eeg/audiobook_7_4.apx,9411,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37167
SparrKULee,3.1,136104,derivatives/preprocessed_stimuli/audiobook_7_4.data_dict,125544744,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136104
SparrKULee,3.1,37253,stimuli/eeg/audiobook_7_4.npz.gz,29647218,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37253
SparrKULee,3.1,137150,derivatives/preprocessed_stimuli/audiobook_7_4_envelope.npy,167304,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137150
SparrKULee,3.1,37291,stimuli/eeg/audiobook_7_5.apx,9387,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37291
SparrKULee,3.1,136095,derivatives/preprocessed_stimuli/audiobook_7_5.data_dict,45912647,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136095
SparrKULee,3.1,37177,stimuli/eeg/audiobook_7_5.npz.gz,10881692,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37177
SparrKULee,3.1,136083,derivatives/preprocessed_stimuli/audiobook_7_5_envelope.npy,61264,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136083
SparrKULee,3.1,37332,stimuli/eeg/audiobook_7_6.apx,9406,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37332
SparrKULee,3.1,137133,derivatives/preprocessed_stimuli/audiobook_7_6.data_dict,46535871,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137133
SparrKULee,3.1,37230,stimuli/eeg/audiobook_7_6.npz.gz,10882982,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37230
SparrKULee,3.1,137121,derivatives/preprocessed_stimuli/audiobook_7_6_envelope.npy,62096,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137121
SparrKULee,3.1,37290,stimuli/eeg/audiobook_8_1.apx,9707,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37290
SparrKULee,3.1,137126,derivatives/preprocessed_stimuli/audiobook_8_1.data_dict,287290944,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137126
SparrKULee,3.1,37174,stimuli/eeg/audiobook_8_1.npz.gz,59141706,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37174
SparrKULee,3.1,136098,derivatives/preprocessed_stimuli/audiobook_8_1_envelope.npy,382672,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136098
SparrKULee,3.1,37318,stimuli/eeg/audiobook_8_2.apx,9719,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37318
SparrKULee,3.1,137142,derivatives/preprocessed_stimuli/audiobook_8_2.data_dict,299595328,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137142
SparrKULee,3.1,37281,stimuli/eeg/audiobook_8_2.npz.gz,58809062,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37281
SparrKULee,3.1,137127,derivatives/preprocessed_stimuli/audiobook_8_2_envelope.npy,399056,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137127
SparrKULee,3.1,37295,stimuli/eeg/audiobook_9_1.apx,9725,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37295
SparrKULee,3.1,137161,derivatives/preprocessed_stimuli/audiobook_9_1.data_dict,248781680,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137161
SparrKULee,3.1,37121,stimuli/eeg/audiobook_9_1.npz.gz,57146566,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37121
SparrKULee,3.1,136118,derivatives/preprocessed_stimuli/audiobook_9_1_envelope.npy,331400,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136118
SparrKULee,3.1,37232,stimuli/eeg/audiobook_9_2.apx,9731,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37232
SparrKULee,3.1,137149,derivatives/preprocessed_stimuli/audiobook_9_2.data_dict,338757488,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137149
SparrKULee,3.1,37200,stimuli/eeg/audiobook_9_2.npz.gz,78501637,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37200
SparrKULee,3.1,37010,derivatives/preprocessed_stimuli/audiobook_9_2_envelope-1.npy,451208,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37010
SparrKULee,3.1,136052,derivatives/preprocessed_stimuli/audiobook_9_2_envelope.npy,451208,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136052
SparrKULee,3.1,135611,dataset_description.json,1535,False,application/json,https://rdr.kuleuven.be/api/access/datafile/135611
SparrKULee,3.1,37312,stimuli/eeg/noise_audiobook_1.npz.gz,93479204,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37312
SparrKULee,3.1,37307,stimuli/eeg/noise_audiobook_10_1.npz.gz,61057187,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37307
SparrKULee,3.1,37310,stimuli/eeg/noise_audiobook_10_2.npz.gz,64566990,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37310
SparrKULee,3.1,37150,stimuli/eeg/noise_audiobook_11_1.npz.gz,80314092,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37150
SparrKULee,3.1,37296,stimuli/eeg/noise_audiobook_11_2.npz.gz,60543267,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37296
SparrKULee,3.1,37068,stimuli/eeg/noise_audiobook_12_1.npz.gz,64978196,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37068
SparrKULee,3.1,37117,stimuli/eeg/noise_audiobook_12_2.npz.gz,75061018,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37117
SparrKULee,3.1,37276,stimuli/eeg/noise_audiobook_13_1.npz.gz,102143406,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37276
SparrKULee,3.1,37088,stimuli/eeg/noise_audiobook_13_2.npz.gz,86760725,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37088
SparrKULee,3.1,37173,stimuli/eeg/noise_audiobook_14_1.npz.gz,106921222,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37173
SparrKULee,3.1,37186,stimuli/eeg/noise_audiobook_14_2.npz.gz,116911778,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37186
SparrKULee,3.1,37179,stimuli/eeg/noise_audiobook_2_1.npz.gz,79253121,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37179
SparrKULee,3.1,37185,stimuli/eeg/noise_audiobook_2_2.npz.gz,76405245,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37185
SparrKULee,3.1,37259,stimuli/eeg/noise_audiobook_4.npz.gz,82088724,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37259
SparrKULee,3.1,37255,stimuli/eeg/noise_audiobook_5_1.npz.gz,93016658,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37255
SparrKULee,3.1,37206,stimuli/eeg/noise_audiobook_5_2.npz.gz,93435964,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37206
SparrKULee,3.1,37267,stimuli/eeg/noise_audiobook_5_3.npz.gz,98375188,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37267
SparrKULee,3.1,37190,stimuli/eeg/noise_audiobook_6_1.npz.gz,84315232,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37190
SparrKULee,3.1,37239,stimuli/eeg/noise_audiobook_6_2.npz.gz,87500380,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37239
SparrKULee,3.1,37294,stimuli/eeg/noise_audiobook_8_1.npz.gz,73846234,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37294
SparrKULee,3.1,37198,stimuli/eeg/noise_audiobook_8_2.npz.gz,77023454,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37198
SparrKULee,3.1,37166,stimuli/eeg/noise_audiobook_9_1.npz.gz,65489500,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37166
SparrKULee,3.1,37113,stimuli/eeg/noise_audiobook_9_2.npz.gz,89259566,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37113
SparrKULee,3.1,37161,stimuli/eeg/noise_podcast_1.npz.gz,96378860,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37161
SparrKULee,3.1,37157,stimuli/eeg/noise_podcast_10.npz.gz,84847729,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37157
SparrKULee,3.1,37112,stimuli/eeg/noise_podcast_11.npz.gz,90501362,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37112
SparrKULee,3.1,37111,stimuli/eeg/noise_podcast_12.npz.gz,106217683,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37111
SparrKULee,3.1,37213,stimuli/eeg/noise_podcast_13.npz.gz,71100076,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37213
SparrKULee,3.1,37287,stimuli/eeg/noise_podcast_14.npz.gz,101099146,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37287
SparrKULee,3.1,37284,stimuli/eeg/noise_podcast_15.npz.gz,91982529,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37284
