dataset,version,file_id,relative_path,bytes,restricted,content_type,source_url,actual_bytes,partial_bytes,download_state,format_readability,decoded_format,quality_status,error,source_object_exclusion
SparrKULee,3.1,37159,stimuli/eeg/audiobook_11_1.npz.gz,64466388,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37159,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136073,derivatives/preprocessed_stimuli/audiobook_11_1_envelope.npy,405320,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136073,405320,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37237,stimuli/eeg/audiobook_11_2.apx,9820,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37237,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137122,derivatives/preprocessed_stimuli/audiobook_11_2.data_dict,228932386,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137122,228932386,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37270,stimuli/eeg/audiobook_11_2.npz.gz,47318222,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37270,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137116,derivatives/preprocessed_stimuli/audiobook_11_2_envelope.npy,304968,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137116,304968,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37301,stimuli/eeg/audiobook_12_1.apx,9787,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37301,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136055,derivatives/preprocessed_stimuli/audiobook_12_1.data_dict,253772170,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136055,253772170,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37062,stimuli/eeg/audiobook_12_1.npz.gz,52550609,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37062,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137143,derivatives/preprocessed_stimuli/audiobook_12_1_envelope.npy,338040,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137143,338040,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37338,stimuli/eeg/audiobook_12_2.apx,9808,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37338,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137145,derivatives/preprocessed_stimuli/audiobook_12_2.data_dict,292223370,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137145,292223370,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37275,stimuli/eeg/audiobook_12_2.npz.gz,59622092,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37275,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137117,derivatives/preprocessed_stimuli/audiobook_12_2_envelope.npy,389240,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137117,389240,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37303,stimuli/eeg/audiobook_13_1.apx,9814,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37303,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137151,derivatives/preprocessed_stimuli/audiobook_13_1.data_dict,385074074,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137151,385074074,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37236,stimuli/eeg/audiobook_13_1.npz.gz,87580412,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37236,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137112,derivatives/preprocessed_stimuli/audiobook_13_1_envelope.npy,512880,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137112,512880,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37264,stimuli/eeg/audiobook_13_2.apx,9836,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37264,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136056,derivatives/preprocessed_stimuli/audiobook_13_2.data_dict,327397282,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136056,327397282,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37141,stimuli/eeg/audiobook_13_2.npz.gz,74973070,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37141,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136071,derivatives/preprocessed_stimuli/audiobook_13_2_envelope.npy,436080,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136071,436080,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37096,stimuli/eeg/audiobook_14_1.apx,9839,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37096,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137107,derivatives/preprocessed_stimuli/audiobook_14_1.data_dict,404599444,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137107,404599444,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37127,stimuli/eeg/audiobook_14_1.npz.gz,71047636,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37127,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136058,derivatives/preprocessed_stimuli/audiobook_14_1_envelope.npy,538880,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136058,538880,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37077,stimuli/eeg/audiobook_14_2.apx,9778,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/37077,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136082,derivatives/preprocessed_stimuli/audiobook_14_2.data_dict,441512596,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136082,441512596,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37302,stimuli/eeg/audiobook_14_2.npz.gz,80656234,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37302,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137135,derivatives/preprocessed_stimuli/audiobook_14_2_envelope.npy,588032,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137135,588032,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136103,derivatives/preprocessed_stimuli/audiobook_1_1.data_dict,175881032,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136103,175881032,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37240,stimuli/eeg/audiobook_1_1.npz.gz,36873291,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37240,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37207,stimuli/eeg/audiobook_1_1.xml,8858,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37207,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136109,derivatives/preprocessed_stimuli/audiobook_1_1_envelope.npy,234328,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136109,234328,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137138,derivatives/preprocessed_stimuli/audiobook_1_1_shifted.data_dict,175881040,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137138,175881040,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37193,stimuli/eeg/audiobook_1_1_shifted.npz.gz,37488219,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37193,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37283,stimuli/eeg/audiobook_1_1_shifted.xml,8869,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37283,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136101,derivatives/preprocessed_stimuli/audiobook_1_1_shifted_envelope.npy,234328,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136101,234328,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137140,derivatives/preprocessed_stimuli/audiobook_1_2.data_dict,160989120,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137140,160989120,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37260,stimuli/eeg/audiobook_1_2.npz.gz,34419792,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37260,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37154,stimuli/eeg/audiobook_1_2.xml,8880,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37154,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137097,derivatives/preprocessed_stimuli/audiobook_1_2_envelope.npy,214496,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137097,214496,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137147,derivatives/preprocessed_stimuli/audiobook_1_2_shifted.data_dict,160989128,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137147,160989128,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37168,stimuli/eeg/audiobook_1_2_shifted.npz.gz,35054855,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37168,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37322,stimuli/eeg/audiobook_1_2_shifted.xml,8897,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37322,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137160,derivatives/preprocessed_stimuli/audiobook_1_2_shifted_envelope.npy,214496,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137160,214496,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137144,derivatives/preprocessed_stimuli/audiobook_1_artefact.data_dict,115477054,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137144,115477054,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37215,stimuli/eeg/audiobook_1_artefact.npz.gz,24484434,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37215,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136064,derivatives/preprocessed_stimuli/audiobook_1_artefact_envelope.npy,153912,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136064,153912,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137157,derivatives/preprocessed_stimuli/audiobook_1_envelope.npy,479792,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137157,479792,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37137,stimuli/eeg/audiobook_1_insertphone_artefact.xml,9440,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37137,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136074,derivatives/preprocessed_stimuli/audiobook_2_1.data_dict,304116496,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136074,304116496,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37331,stimuli/eeg/audiobook_2_1.npz.gz,66078403,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37331,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37164,stimuli/eeg/audiobook_2_1.xml,9455,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37164,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137096,derivatives/preprocessed_stimuli/audiobook_2_1_envelope.npy,405080,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137096,405080,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136063,derivatives/preprocessed_stimuli/audiobook_2_2.data_dict,298485732,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136063,298485732,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37124,stimuli/eeg/audiobook_2_2.npz.gz,64120925,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37124,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37205,stimuli/eeg/audiobook_2_2.xml,9420,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37205,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136066,derivatives/preprocessed_stimuli/audiobook_2_2_envelope.npy,390104,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136066,390104,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136115,derivatives/preprocessed_stimuli/audiobook_3.data_dict,370074772,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136115,370074772,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37220,stimuli/eeg/audiobook_3.npz.gz,86699102,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37220,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37076,stimuli/eeg/audiobook_3.xml,9455,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37076,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136097,derivatives/preprocessed_stimuli/audiobook_3_envelope.npy,492904,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136097,492904,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37135,stimuli/eeg/audiobook_3_noise.npz.gz,99152391,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37135,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136106,derivatives/preprocessed_stimuli/audiobook_4.data_dict,312773580,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136106,312773580,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37313,stimuli/eeg/audiobook_4.npz.gz,67143013,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37313,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37285,stimuli/eeg/audiobook_4.xml,9394,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37285,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136057,derivatives/preprocessed_stimuli/audiobook_4_envelope.npy,416608,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136057,416608,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,136065,derivatives/preprocessed_stimuli/audiobook_5_1.data_dict,348410784,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136065,348410784,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37138,stimuli/eeg/audiobook_5_1.npz.gz,81135686,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37138,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37280,stimuli/eeg/audiobook_5_1.xml,9524,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37280,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,36992,derivatives/preprocessed_stimuli/audiobook_5_1_envelope.npy,464056,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/36992,464056,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137118,derivatives/preprocessed_stimuli/audiobook_5_2.data_dict,349778982,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137118,349778982,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,RESTRICTED_NUMPY_PICKLE,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37132,stimuli/eeg/audiobook_5_2.npz.gz,81104731,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37132,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,37265,stimuli/eeg/audiobook_5_2.xml,9439,False,text/xml,https://rdr.kuleuven.be/api/access/datafile/37265,0,0,MISSING,NOT_CHECKED,UNKNOWN,SEE_DEDICATED_QC_OR_UNKNOWN,,False
SparrKULee,3.1,137120,derivatives/preprocessed_stimuli/audiobook_5_2_envelope.npy,465880,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137120,465880,0,DOWNLOADED_SIZE_MATCH,PASS_FORMAT_READABILITY,NPY,SEE_DEDICATED_QC_OR_UNKNOWN,,False
