story,data_dict_path,envelope_path,source_aliases,status,error,in_save_metadata,corresponding_envelope_exists,exact_story_eeg_references,published_envelope_sr,envelope_samples,raw_trigger_sr,raw_stimulus_samples,trigger_count,first_trigger_s,last_trigger_s,envelope_matches_data_dict,publisher_steps
audiobook_1_1_shifted,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_1_shifted.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_1_shifted_envelope.npy,audiobook_1_1_shifted.npz,PASS_STIMULUS_PROVENANCE,,True,True,1,64.0,29275,48000.0,21955710,459,0.0,457.40958333333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_1_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_2_envelope.npy,audiobook_1_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,1,64.0,26796,48000.0,20096700,420,0.0,418.6802083333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_1_2_shifted,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_2_shifted.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_2_shifted_envelope.npy,audiobook_1_2_shifted.npz,PASS_STIMULUS_PROVENANCE,,True,True,3,64.0,26796,48000.0,20096700,420,0.0,418.6802083333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_1_artefact,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_artefact.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_artefact_envelope.npy,audiobook_1_artefact.npz,PASS_STIMULUS_PROVENANCE,,True,True,1,64.0,19223,48000.0,14416720,301,0.0,299.99997916666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_2_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_2_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_2_1_envelope.npy,audiobook_2_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,26,64.0,50619,48000.0,37963799,792,0.0,790.9114583333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_2_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_2_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_2_2_envelope.npy,audiobook_2_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,26,64.0,48747,48000.0,36559852,792,0.0,790.9114583333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_3,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_3.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_3_envelope.npy,audiobook_3.npz,PASS_STIMULUS_PROVENANCE,,True,True,25,64.0,61597,48000.0,46197606,964,0.0,962.4491041666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_4,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_4.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_4_envelope.npy,audiobook_4.npz,PASS_STIMULUS_PROVENANCE,,True,True,21,64.0,52060,48000.0,39044494,815,0.0,813.4259375,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_5_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_1_envelope.npy,audiobook_5_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,25,64.0,57991,48000.0,43493213,908,0.0,906.1075833333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_5_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_2_envelope.npy,audiobook_5_2.npz;audiobook_5_2.npz.gz,PASS_STIMULUS_PROVENANCE,,True,True,24,64.0,58219,48000.0,43664009,911,0.0,909.6658333333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_5_3,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_3.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_3_envelope.npy,audiobook_5_3.npz;audiobook_5_3.npz.gz,PASS_STIMULUS_PROVENANCE,,True,True,24,64.0,60990,48000.0,45742238,954,0.0,952.9622708333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_6_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_6_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_6_1_envelope.npy,audiobook_6_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,24,64.0,53350,48000.0,40012152,834,0.0,832.9999791666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_6_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_6_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_6_2_envelope.npy,audiobook_6_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,24,64.0,53339,48000.0,40003855,834,0.0,832.9999791666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_7_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_1_envelope.npy,audiobook_7_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,15727,48000.0,11794742,247,0.0,245.72277083333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_7_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_2_envelope.npy,audiobook_7_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,15480,48000.0,11609348,243,0.0,241.86039583333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_7_3,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_3.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_3_envelope.npy,audiobook_7_3.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,15072,48000.0,11303390,237,0.0,235.48627083333332,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_7_4,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_4.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_4_envelope.npy,audiobook_7_4.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,20897,48000.0,15672052,328,0.0,326.5000625,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_7_5,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_5.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_5_envelope.npy,audiobook_7_5.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,7642,48000.0,5731296,121,0.0,119.40097916666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_7_6,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_6.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_7_6_envelope.npy,audiobook_7_6.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,7746,48000.0,5809095,123,0.0,121.02179166666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_8_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_8_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_8_1_envelope.npy,audiobook_8_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,47818,48000.0,35863406,749,0.0,747.1532708333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_8_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_8_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_8_2_envelope.npy,audiobook_8_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,49866,48000.0,37399406,781,0.0,779.1532708333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_9_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_9_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_9_1_envelope.npy,audiobook_9_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,41409,48000.0,31056157,649,0.0,647.00225,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
audiobook_9_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_9_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_9_2_envelope.npy,audiobook_9_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,56385,48000.0,42288157,883,0.0,881.00225,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_1_envelope.npy,podcast_1.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,61052,48000.0,45788265,955,0.0,953.9211666666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_10,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_10.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_10_envelope.npy,podcast_10.npz,PASS_STIMULUS_PROVENANCE,,True,True,20,64.0,53461,48000.0,40095745,837,0.0,835.327,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_11,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_11.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_11_envelope.npy,podcast_11.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,57601,48000.0,43200262,902,0.0,900.0044375,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_12,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_12.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_12_envelope.npy,podcast_12.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,67339,48000.0,50503680,1054,0.0,1052.1589791666668,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_13,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_13.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_13_envelope.npy,podcast_13.npz,PASS_STIMULUS_PROVENANCE,,True,True,4,64.0,45024,48000.0,33767425,705,0.0,703.487,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_14,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_14.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_14_envelope.npy,podcast_14.npz,PASS_STIMULUS_PROVENANCE,,True,True,4,64.0,64377,48000.0,48282645,1007,0.0,1005.8874166666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_15,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_15.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_15_envelope.npy,podcast_15.npz,PASS_STIMULUS_PROVENANCE,,True,True,4,64.0,58993,48000.0,44244602,923,0.0,921.7615208333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_16,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_16.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_16_envelope.npy,podcast_16.npz,PASS_STIMULUS_PROVENANCE,,True,True,2,64.0,49451,48000.0,37088027,774,0.0,772.6662083333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_17,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_17.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_17_envelope.npy,podcast_17.npz,PASS_STIMULUS_PROVENANCE,,True,True,2,64.0,58400,48000.0,43799894,914,0.0,912.4967708333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_18,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_18.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_18_envelope.npy,podcast_18.npz;podcast_18.npz.gz,PASS_STIMULUS_PROVENANCE,,True,True,1,64.0,73827,48000.0,55370119,1155,0.0,1153.543125,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_19,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_19.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_19_envelope.npy,podcast_19.npz,PASS_STIMULUS_PROVENANCE,,True,True,2,64.0,65461,48000.0,49095158,1024,0.0,1022.8147708333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_2,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_2.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_2_envelope.npy,podcast_2.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,72626,48000.0,54468999,1136,0.0,1134.7697916666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_20,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_20.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_20_envelope.npy,podcast_20.npz,PASS_STIMULUS_PROVENANCE,,True,True,7,64.0,50958,48000.0,38218188,798,0.0,796.2112291666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_21,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_21.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_21_envelope.npy,podcast_21.npz,PASS_STIMULUS_PROVENANCE,,True,True,7,64.0,67522,48000.0,50641050,1057,0.0,1055.0208541666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_22,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_22.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_22_envelope.npy,podcast_22.npz,PASS_STIMULUS_PROVENANCE,,True,True,8,64.0,40223,48000.0,30166623,630,0.0,628.4702916666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_23,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_23.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_23_envelope.npy,podcast_23.npz,PASS_STIMULUS_PROVENANCE,,True,True,8,64.0,54171,48000.0,40627862,848,0.0,846.4127708333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_24,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_24.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_24_envelope.npy,podcast_24.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,63544,48000.0,47657378,994,0.0,992.8610208333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_25,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_25.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_25_envelope.npy,podcast_25.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,62099,48000.0,46574028,972,0.0,970.2912291666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_26,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_26.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_26_envelope.npy,podcast_26.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,50538,48000.0,37903326,791,0.0,789.6516041666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
