dataset,sample_key,neural_rate_hz,audio_rate_hz,neural_offset_s,duration_s,alignment_rule,residual_s,physical_sync,source
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-0,1024.0,SEE_AUDIO_QC_PER_PATH,136.77342819499987,1.9793197278911565,template word/POS/phone+duration match; constant onset offset,9.379164112033322e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-20,1024.0,SEE_AUDIO_QC_PER_PATH,1271.36572557,34.556938775510204,template word/POS/phone+duration match; constant onset offset,4.547473508864641e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-21,1024.0,SEE_AUDIO_QC_PER_PATH,1316.0060297900013,3.44312925170068,template word/POS/phone+duration match; constant onset offset,9.322320693172514e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-22,1024.0,SEE_AUDIO_QC_PER_PATH,1363.0137532199997,3.44312925170068,template word/POS/phone+duration match; constant onset offset,1.000444171950221e-11,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-23,1024.0,SEE_AUDIO_QC_PER_PATH,1379.4955315,29.345056689342403,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-24,1024.0,SEE_AUDIO_QC_PER_PATH,1427.63795475,43.13843537414966,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-25,1024.0,SEE_AUDIO_QC_PER_PATH,1486.7497196,77.08981859410432,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-26,1024.0,SEE_AUDIO_QC_PER_PATH,1575.90704986,32.93675736961451,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-27,1024.0,SEE_AUDIO_QC_PER_PATH,1623.4619730500012,3.44312925170068,template word/POS/phone+duration match; constant onset offset,9.322320693172514e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-28,1024.0,SEE_AUDIO_QC_PER_PATH,1675.4699557999998,3.44312925170068,template word/POS/phone+duration match; constant onset offset,1.0231815394945443e-11,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-29,1024.0,SEE_AUDIO_QC_PER_PATH,1686.75610733,41.67131519274376,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-30,1024.0,SEE_AUDIO_QC_PER_PATH,1739.13901988,36.582426303854874,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-31,1024.0,SEE_AUDIO_QC_PER_PATH,1785.41219157,35.371746031746035,template word/POS/phone+duration match; constant onset offset,4.547473508864641e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-32,1024.0,SEE_AUDIO_QC_PER_PATH,1835.81255017,37.23800453514739,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-33,1024.0,SEE_AUDIO_QC_PER_PATH,1884.0595511200013,3.44312925170068,template word/POS/phone+duration match; constant onset offset,9.322320693172514e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-34,1024.0,SEE_AUDIO_QC_PER_PATH,1928.0652600100009,3.44312925170068,template word/POS/phone+duration match; constant onset offset,1.0231815394945443e-11,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-35,1024.0,SEE_AUDIO_QC_PER_PATH,1945.6163427,20.8018820861678,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-36,1024.0,SEE_AUDIO_QC_PER_PATH,1994.25684646,30.462244897959184,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-37,1024.0,SEE_AUDIO_QC_PER_PATH,2033.60793891,56.91793650793651,template word/POS/phone+duration match; constant onset offset,4.547473508864641e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-38,1024.0,SEE_AUDIO_QC_PER_PATH,2101.68571531,46.363628117913834,template word/POS/phone+duration match; constant onset offset,4.547473508864641e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-39,1024.0,SEE_AUDIO_QC_PER_PATH,2159.06581212,60.9278231292517,template word/POS/phone+duration match; constant onset offset,4.547473508864641e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-40,1024.0,SEE_AUDIO_QC_PER_PATH,2227.87508667,34.67619047619048,template word/POS/phone+duration match; constant onset offset,4.547473508864641e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-41,1024.0,SEE_AUDIO_QC_PER_PATH,2275.05796964,31.55362811791383,template word/POS/phone+duration match; constant onset offset,9.094947017729282e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-42,1024.0,SEE_AUDIO_QC_PER_PATH,2321.84598727,45.27312925170068,template word/POS/phone+duration match; constant onset offset,9.094947017729282e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-0,1024.0,SEE_AUDIO_QC_PER_PATH,2.76896173954,1.9793197278911565,template word/POS/phone+duration match; constant onset offset,9.769962616701378e-15,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-1,1024.0,SEE_AUDIO_QC_PER_PATH,23.5354237767,35.22081632653061,template word/POS/phone+duration match; constant onset offset,1.1013412404281553e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-2,1024.0,SEE_AUDIO_QC_PER_PATH,89.5666089943,6.248140589569161,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-3,1024.0,SEE_AUDIO_QC_PER_PATH,96.61638868629996,35.60836734693878,template word/POS/phone+duration match; constant onset offset,1.9895196601282805e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-4,1024.0,SEE_AUDIO_QC_PER_PATH,153.090049069,37.38761904761905,template word/POS/phone+duration match; constant onset offset,5.684341886080802e-14,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-5,1024.0,SEE_AUDIO_QC_PER_PATH,205.264857057,28.18857142857143,template word/POS/phone+duration match; constant onset offset,2.842170943040401e-14,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-6,1024.0,SEE_AUDIO_QC_PER_PATH,247.23772874600002,49.18281179138322,template word/POS/phone+duration match; constant onset offset,8.526512829121202e-14,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-7,1024.0,SEE_AUDIO_QC_PER_PATH,309.742121364,22.537301587301588,template word/POS/phone+duration match; constant onset offset,5.684341886080802e-14,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-8,1024.0,SEE_AUDIO_QC_PER_PATH,342.978633983,34.63149659863946,template word/POS/phone+duration match; constant onset offset,5.684341886080802e-14,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-9,1024.0,SEE_AUDIO_QC_PER_PATH,386.450408859,35.284126984126985,template word/POS/phone+duration match; constant onset offset,5.684341886080802e-14,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-10,1024.0,SEE_AUDIO_QC_PER_PATH,431.39791229900004,3.44312925170068,template word/POS/phone+duration match; constant onset offset,1.0231815394945443e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-11,1024.0,SEE_AUDIO_QC_PER_PATH,478.40469373800005,3.44312925170068,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-12,1024.0,SEE_AUDIO_QC_PER_PATH,491.041828625,34.2159410430839,template word/POS/phone+duration match; constant onset offset,1.7053025658242404e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-13,1024.0,SEE_AUDIO_QC_PER_PATH,566.182515829,26.25294784580499,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-14,1024.0,SEE_AUDIO_QC_PER_PATH,601.02830356,39.03469387755102,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-15,1024.0,SEE_AUDIO_QC_PER_PATH,649.250489389,36.367437641723356,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-16,1024.0,SEE_AUDIO_QC_PER_PATH,692.111505529,25.584126984126986,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-17,1024.0,SEE_AUDIO_QC_PER_PATH,726.094995332,25.393945578231293,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-18,1024.0,SEE_AUDIO_QC_PER_PATH,760.4858796450001,54.52736961451247,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-19,1024.0,SEE_AUDIO_QC_PER_PATH,828.40094444,32.8990022675737,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-20,1024.0,SEE_AUDIO_QC_PER_PATH,868.834315262,34.556938775510204,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-21,1024.0,SEE_AUDIO_QC_PER_PATH,916.260437356,3.44312925170068,template word/POS/phone+duration match; constant onset offset,9.094947017729282e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-22,1024.0,SEE_AUDIO_QC_PER_PATH,963.267082364,3.44312925170068,template word/POS/phone+duration match; constant onset offset,9.890754881780595e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-23,1024.0,SEE_AUDIO_QC_PER_PATH,976.935625,29.345056689342403,template word/POS/phone+duration match; constant onset offset,1.1368683772161603e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-24,1024.0,SEE_AUDIO_QC_PER_PATH,1024.94599248,37.23800453514739,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-25,1024.0,SEE_AUDIO_QC_PER_PATH,1071.7951639,43.13843537414966,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-26,1024.0,SEE_AUDIO_QC_PER_PATH,1123.63462343,36.582426303854874,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-27,1024.0,SEE_AUDIO_QC_PER_PATH,1169.92103889,32.93675736961451,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-28,1024.0,SEE_AUDIO_QC_PER_PATH,1212.79536676,77.08981859410432,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-29,1024.0,SEE_AUDIO_QC_PER_PATH,1303.4609030600013,3.44312925170068,template word/POS/phone+duration match; constant onset offset,9.322320693172514e-12,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-30,1024.0,SEE_AUDIO_QC_PER_PATH,1355.4689989899998,3.44312925170068,template word/POS/phone+duration match; constant onset offset,1.0231815394945443e-11,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-31,1024.0,SEE_AUDIO_QC_PER_PATH,1361.52290866,41.67131519274376,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-32,1024.0,SEE_AUDIO_QC_PER_PATH,1410.30634077,35.371746031746035,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-33,1024.0,SEE_AUDIO_QC_PER_PATH,1464.03013235,60.9278231292517,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-34,1024.0,SEE_AUDIO_QC_PER_PATH,1534.83638983,46.363628117913834,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-35,1024.0,SEE_AUDIO_QC_PER_PATH,1591.840622,30.462244897959184,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
ds004703,sub-SD011_ses-01_task-PassiveListen__trial-36,1024.0,SEE_AUDIO_QC_PER_PATH,1630.19251413,31.55362811791383,template word/POS/phone+duration match; constant onset offset,2.2737367544323206e-13,UNKNOWN,/home/fanyu/auditory_simulation_m6a/pub_01/s06/ds004703_qc_20260919_v2/audio_neural_pairing_audit.csv
