segment_id,participant_id,session_id,recording_id,event_file,segment_index,stimulus_id,stimulus_role,speaker_id,language,language_source,block_id,analysis_eligible,exclusion_reason,event_count,event_onset_seconds,event_offset_seconds,audio_onset_seconds,audio_offset_seconds,event_template_alignment,alignment_offset_spread_seconds,template_end_seconds,audio_timeline_margin_seconds,audio_file,audio_source_status,audio_bytes,audio_modified_at_utc,audio_sample_rate_hz,audio_channels,audio_frames,audio_duration_seconds,sample_id,subject_id,start_sec,end_sec,split
sub-SD010_ses-01_task-PassiveListen__seg-016,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,16,s4003b-ex01,PASSAGE,s4003b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,305,1038.64517706,1063.5664890599999,1038.54517706,1063.9391226382313,PASS,4.547473508864641e-13,25.021312,0.37263357823129084,stimuli/excerpts/Block 2/s4003b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2239790,2023-08-18T13:23:55+00:00,44100,1,1119873,25.393945578231293,sub-SD010_ses-01_task-PassiveListen__seg-016,sub-SD010,1038.54517706,1063.9391226382313,train
sub-SD010_ses-01_task-PassiveListen__seg-017,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,17,s3602b-ex02,PASSAGE,s3602b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,288,1083.44800461,1115.5829056100001,1083.34800461,1116.2470068775738,PASS,2.2737367544323206e-13,32.23490099999999,0.664101267573713,stimuli/excerpts/Block 2/s3602b-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,2901736,2023-08-18T13:23:54+00:00,44100,1,1450846,32.8990022675737,sub-SD010_ses-01_task-PassiveListen__seg-017,sub-SD010,1083.34800461,1116.2470068775738,train
sub-SD010_ses-01_task-PassiveListen__seg-018,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,18,s2102a-ex02,PASSAGE,s2102a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,373,1125.20687633,1161.05057233,1125.10687633,1161.4743139717234,PASS,2.2737367544323206e-13,35.943696000000024,0.42374164172333195,stimuli/excerpts/Block 2/s2102a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3207652,2023-08-18T13:23:53+00:00,44100,1,1603804,36.367437641723356,sub-SD010_ses-01_task-PassiveListen__seg-018,sub-SD010,1125.10687633,1161.4743139717234,train
sub-SD010_ses-01_task-PassiveListen__seg-019,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,19,s3903b-ex01,PASSAGE,s3903b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,301,1169.75011934,1195.47544534,1169.65011934,1195.903067185805,PASS,2.2737367544323206e-13,25.825326000000008,0.42762184580498186,stimuli/excerpts/Block 2/s3903b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2315554,2023-08-18T13:23:54+00:00,44100,1,1157755,26.25294784580499,sub-SD010_ses-01_task-PassiveListen__seg-019,sub-SD010,1169.65011934,1195.903067185805,train
sub-SD010_ses-01_task-PassiveListen__seg-020,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,20,s2202b-ex02,PASSAGE,s2202b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,444,1205.74022068,1259.6691066800001,1205.64022068,1260.1675902945126,PASS,4.547473508864641e-13,54.02888599999992,0.4984836145125513,stimuli/excerpts/Block 2/s2202b-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,4809358,2023-08-18T13:23:53+00:00,44100,1,2404657,54.52736961451247,sub-SD010_ses-01_task-PassiveListen__seg-020,sub-SD010,1205.64022068,1260.1675902945126,train
sub-SD010_ses-01_task-PassiveListen__seg-021,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,21,s1201a-ex01,PASSAGE,s1201a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,437,1271.46572557,1305.02896757,1271.36572557,1305.9226643455102,PASS,4.547473508864641e-13,33.66324200000006,0.8936967755101435,stimuli/excerpts/Block 2/s1201a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3047966,2023-08-18T13:23:52+00:00,44100,1,1523961,34.556938775510204,sub-SD010_ses-01_task-PassiveListen__seg-021,sub-SD010,1271.36572557,1305.9226643455102,train
sub-SD010_ses-01_task-PassiveListen__seg-024,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,24,s1303a-ex02,PASSAGE,s1303a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,211,1379.5955315,1408.3670665,1379.4955315,1408.8405881893423,PASS,2.2737367544323206e-13,28.871535000000033,0.4735216893423697,stimuli/excerpts/Block 3/s1303a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,2588278,2023-08-18T13:23:56+00:00,44100,1,1294117,29.345056689342403,sub-SD010_ses-01_task-PassiveListen__seg-024,sub-SD010,1379.4955315,1408.8405881893423,validation
sub-SD010_ses-01_task-PassiveListen__seg-025,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,25,s1501a-ex01,PASSAGE,s1501a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,404,1427.73795475,1470.38195875,1427.63795475,1470.7763901241497,PASS,2.2737367544323206e-13,42.74400400000002,0.39443137414964013,stimuli/excerpts/Block 3/s1501a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3804854,2023-08-18T13:23:56+00:00,44100,1,1902405,43.13843537414966,sub-SD010_ses-01_task-PassiveListen__seg-025,sub-SD010,1427.63795475,1470.7763901241497,validation
sub-SD010_ses-01_task-PassiveListen__seg-026,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,26,s3201a-ex01,PASSAGE,s3201a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,1105,1486.8497196,1562.9314206000001,1486.7497196,1563.8395381941043,PASS,2.2737367544323206e-13,76.18170099999998,0.9081175941043398,stimuli/excerpts/Block 3/s3201a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,6799366,2023-08-18T13:23:57+00:00,44100,1,3399661,77.08981859410432,sub-SD010_ses-01_task-PassiveListen__seg-026,sub-SD010,1486.7497196,1563.8395381941043,validation
sub-SD010_ses-01_task-PassiveListen__seg-027,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,27,s3903b-ex02,PASSAGE,s3903b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,325,1576.00704986,1608.56299086,1575.90704986,1608.8438072296144,PASS,2.2737367544323206e-13,32.65594099999999,0.28081636961452006,stimuli/excerpts/Block 3/s3903b-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,2905066,2023-08-18T13:23:58+00:00,44100,1,1452511,32.93675736961451,sub-SD010_ses-01_task-PassiveListen__seg-027,sub-SD010,1575.90704986,1608.8438072296144,validation
sub-SD010_ses-01_task-PassiveListen__seg-030,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,30,s1001a-ex01,PASSAGE,s1001a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,541,1686.85610733,1728.02244633,1686.75610733,1728.4274225227439,PASS,2.2737367544323206e-13,41.266339,0.40497619274376007,stimuli/excerpts/Block 3/s1001a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3675454,2023-08-18T13:23:55+00:00,44100,1,1837705,41.67131519274376,sub-SD010_ses-01_task-PassiveListen__seg-030,sub-SD010,1686.75610733,1728.4274225227439,validation
sub-SD010_ses-01_task-PassiveListen__seg-031,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,31,s1401a-ex02,PASSAGE,s1401a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,434,1739.23901988,1775.39926988,1739.13901988,1775.7214461838548,PASS,2.2737367544323206e-13,36.26025000000001,0.3221763038548602,stimuli/excerpts/Block 3/s1401a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3226614,2023-08-18T13:23:56+00:00,44100,1,1613285,36.582426303854874,sub-SD010_ses-01_task-PassiveListen__seg-031,sub-SD010,1739.13901988,1775.7214461838548,validation
sub-SD010_ses-01_task-PassiveListen__seg-032,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,32,s3703b-ex01,PASSAGE,s3703b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,408,1785.51219157,1819.84001957,1785.41219157,1820.783937601746,PASS,4.547473508864641e-13,34.42782800000001,0.9439180317460227,stimuli/excerpts/Block 3/s3703b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3119832,2023-08-18T13:23:57+00:00,44100,1,1559894,35.371746031746035,sub-SD010_ses-01_task-PassiveListen__seg-032,sub-SD010,1785.41219157,1820.783937601746,validation
sub-SD010_ses-01_task-PassiveListen__seg-033,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,33,s3301a-ex02,PASSAGE,s3301a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,406,1835.91255017,1872.70052817,1835.81255017,1873.0505547051473,PASS,2.2737367544323206e-13,36.88797800000001,0.3500265351473786,stimuli/excerpts/Block 3/s3301a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3284436,2023-08-18T13:23:57+00:00,44100,1,1642196,37.23800453514739,sub-SD010_ses-01_task-PassiveListen__seg-033,sub-SD010,1835.81255017,1873.0505547051473,validation
sub-SD010_ses-01_task-PassiveListen__seg-036,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,36,s3102b-ex01,PASSAGE,s3102b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,159,1945.7163427,1965.4376727,1945.6163427,1966.4182247861677,PASS,2.2737367544323206e-13,19.82133,0.9805520861678012,stimuli/excerpts/Block 4/s3102b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,1834770,2023-08-18T13:24:00+00:00,44100,1,917363,20.8018820861678,sub-SD010_ses-01_task-PassiveListen__seg-036,sub-SD010,1945.6163427,1966.4182247861677,test
sub-SD010_ses-01_task-PassiveListen__seg-037,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,37,s0702a-ex01,PASSAGE,s0702a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,370,1994.35684646,2022.53170046,1994.25684646,2024.719091357959,PASS,2.2737367544323206e-13,28.274854000000005,2.1873908979591796,stimuli/excerpts/Block 4/s0702a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2686814,2023-08-18T13:23:59+00:00,44100,1,1343385,30.462244897959184,sub-SD010_ses-01_task-PassiveListen__seg-037,sub-SD010,1994.25684646,2024.719091357959,test
sub-SD010_ses-01_task-PassiveListen__seg-038,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,38,s0202b-ex01,PASSAGE,s0202b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,671,2033.70793891,2090.26293891,2033.60793891,2090.5258754179367,PASS,4.547473508864641e-13,56.654999999999994,0.2629365079365158,stimuli/excerpts/Block 4/s0202b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,5020206,2023-08-18T13:23:58+00:00,44100,1,2510081,56.91793650793651,sub-SD010_ses-01_task-PassiveListen__seg-038,sub-SD010,2033.60793891,2090.5258754179367,test
sub-SD010_ses-01_task-PassiveListen__seg-039,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,39,s1604a-ex01,PASSAGE,s1604a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,539,2101.78571531,2148.00140331,2101.68571531,2148.0493434279138,PASS,4.547473508864641e-13,46.315688,0.047940117913832125,stimuli/excerpts/Block 4/s1604a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,4089316,2023-08-18T13:23:59+00:00,44100,1,2044636,46.363628117913834,sub-SD010_ses-01_task-PassiveListen__seg-039,sub-SD010,2101.68571531,2148.0493434279138,test
sub-SD010_ses-01_task-PassiveListen__seg-040,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,40,s2801a-ex01,PASSAGE,s2801a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,743,2159.16581212,2219.46073512,2159.06581212,2219.993635249252,PASS,4.547473508864641e-13,60.39492300000001,0.5329001292516864,stimuli/excerpts/Block 4/s2801a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,5373878,2023-08-18T13:24:00+00:00,44100,1,2686917,60.9278231292517,sub-SD010_ses-01_task-PassiveListen__seg-040,sub-SD010,2159.06581212,2219.993635249252,test
sub-SD010_ses-01_task-PassiveListen__seg-041,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,41,s3802a-ex01,PASSAGE,s3802a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,362,2227.97508667,2261.81109667,2227.87508667,2262.551277146191,PASS,4.547473508864641e-13,33.936010000000046,0.7401804761904316,stimuli/excerpts/Block 4/s3802a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3058484,2023-08-18T13:24:00+00:00,44100,1,1529220,34.67619047619048,sub-SD010_ses-01_task-PassiveListen__seg-041,sub-SD010,2227.87508667,2262.551277146191,test
sub-SD010_ses-01_task-PassiveListen__seg-042,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,42,s3902a-ex01,PASSAGE,s3902a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,312,2275.15796964,2306.27729064,2275.05796964,2306.611597757914,PASS,9.094947017729282e-13,31.21932099999996,0.3343071179138697,stimuli/excerpts/Block 4/s3902a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2783074,2023-08-18T13:24:01+00:00,44100,1,1391515,31.55362811791383,sub-SD010_ses-01_task-PassiveListen__seg-042,sub-SD010,2275.05796964,2306.611597757914,test
sub-SD010_ses-01_task-PassiveListen__seg-043,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,sub-SD010/ses-01/sub-SD010_ses-01_task-PassiveListen_events.tsv,43,s2102a-ex03,PASSAGE,s2102a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,346,2321.94598727,2366.13907027,2321.84598727,2367.1191165217006,PASS,9.094947017729282e-13,44.29308300000003,0.9800462517006494,stimuli/excerpts/Block 4/s2102a-ex03_normed.wav,BUNDLED_BLOCK_AUDIO,3993134,2023-08-18T13:23:59+00:00,44100,1,1996545,45.27312925170068,sub-SD010_ses-01_task-PassiveListen__seg-043,sub-SD010,2321.84598727,2367.1191165217006,test
sub-SD011_ses-01_task-PassiveListen__seg-004,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,4,s3602b-ex01,PASSAGE,s3602b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,318,96.7163886863,131.6222486863,96.61638868629996,132.22475603323875,PASS,1.9895196601282805e-13,35.00586000000008,0.602507346938701,stimuli/excerpts/Block 1/s3602b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3140702,2023-08-18T13:23:50+00:00,44100,1,1570329,35.60836734693878,sub-SD011_ses-01_task-PassiveListen__seg-004,sub-SD011,96.61638868629996,132.22475603323875,train
sub-SD011_ses-01_task-PassiveListen__seg-005,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,5,s1901b-ex01,PASSAGE,s1901b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,406,153.190049069,190.035505069,153.090049069,190.47766811661904,PASS,5.684341886080802e-14,36.945456000000014,0.442163047619033,stimuli/excerpts/Block 1/s1901b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3297632,2023-08-18T13:23:49+00:00,44100,1,1648794,37.38761904761905,sub-SD011_ses-01_task-PassiveListen__seg-005,sub-SD011,153.090049069,190.47766811661904,train
sub-SD011_ses-01_task-PassiveListen__seg-006,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,6,s2102a-ex01,PASSAGE,s2102a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,295,205.364857057,232.243645057,205.264857057,233.45342848557144,PASS,2.842170943040401e-14,26.978788000000012,1.2097834285714164,stimuli/excerpts/Block 1/s2102a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2486276,2023-08-18T13:23:49+00:00,44100,1,1243116,28.18857142857143,sub-SD011_ses-01_task-PassiveListen__seg-006,sub-SD011,205.264857057,233.45342848557144,train
sub-SD011_ses-01_task-PassiveListen__seg-007,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,7,s3001b-ex01,PASSAGE,s3001b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,485,247.337728746,296.078075746,247.23772874600002,296.42054053738326,PASS,8.526512829121202e-14,48.840346999999994,0.34246479138322883,stimuli/excerpts/Block 1/s3001b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,4337968,2023-08-18T13:23:50+00:00,44100,1,2168962,49.18281179138322,sub-SD011_ses-01_task-PassiveListen__seg-007,sub-SD011,247.23772874600002,296.42054053738326,train
sub-SD011_ses-01_task-PassiveListen__seg-008,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,8,s2301a-ex01,PASSAGE,s2301a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,206,309.842121364,332.037183364,309.742121364,332.2794229513016,PASS,5.684341886080802e-14,22.295061999999998,0.24223958730159012,stimuli/excerpts/Block 1/s2301a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,1987834,2023-08-18T13:23:50+00:00,44100,1,993895,22.537301587301588,sub-SD011_ses-01_task-PassiveListen__seg-008,sub-SD011,309.742121364,332.2794229513016,train
